@W: CG775 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\Actel\DirectCore\CoreAPB3\4.1.100\rtl\vlog\core\coreapb3.v":31:7:31:14|Found Component CoreAPB3 in library COREAPB3_LIB
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":101:13:101:20|Object _RAND_16 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":103:13:103:20|Object _RAND_17 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":105:13:105:20|Object _RAND_18 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":107:13:107:20|Object _RAND_19 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":109:13:109:20|Object _RAND_20 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":111:13:111:20|Object _RAND_21 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":113:13:113:20|Object _RAND_22 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":115:13:115:20|Object _RAND_23 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":117:13:117:20|Object _RAND_24 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":119:13:119:20|Object _RAND_25 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":121:13:121:20|Object _RAND_26 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":123:13:123:20|Object _RAND_27 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":125:13:125:20|Object _RAND_28 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":127:13:127:20|Object _RAND_29 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":129:13:129:20|Object _RAND_30 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":131:13:131:20|Object _RAND_31 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_chain.v":356:10:356:16|Object initvar is declared but not assigned. Either assign a value or remove the declaration.
@W: CG532 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_negative_edge_latch.v":68:2:68:8|Within an initial block, only Verilog force statements and memory $readmemh/$readmemb initialization statements are recognized, and all other content is ignored.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_negative_edge_latch.v":62:13:62:19|Object _RAND_0 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_negative_edge_latch.v":67:10:67:16|Object initvar is declared but not assigned. Either assign a value or remove the declaration.
@W: CG532 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_update_chain_2.v":146:2:146:8|Within an initial block, only Verilog force statements and memory $readmemh/$readmemb initialization statements are recognized, and all other content is ignored.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_update_chain_2.v":67:13:67:19|Object _RAND_0 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_update_chain_2.v":69:13:69:19|Object _RAND_1 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_update_chain_2.v":71:13:71:19|Object _RAND_2 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_update_chain_2.v":73:13:73:19|Object _RAND_3 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_update_chain_2.v":75:13:75:19|Object _RAND_4 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_capture_update_chain_2.v":145:10:145:16|Object initvar is declared but not assigned. Either assign a value or remove the declaration.
@W: CG532 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_negative_edge_latch_2.v":68:2:68:8|Within an initial block, only Verilog force statements and memory $readmemh/$readmemb initialization statements are recognized, and all other content is ignored.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_negative_edge_latch_2.v":62:13:62:19|Object _RAND_0 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_negative_edge_latch_2.v":67:10:67:16|Object initvar is declared but not assigned. Either assign a value or remove the declaration.
@W: CG532 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_jtag_bypass_chain.v":97:2:97:8|Within an initial block, only Verilog force statements and memory $readmemh/$readmemb initialization statements are recognized, and all other content is ignored.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_jtag_bypass_chain.v":65:13:65:19|Object _RAND_0 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_jtag_bypass_chain.v":96:10:96:16|Object initvar is declared but not assigned. Either assign a value or remove the declaration.
@W: CG532 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_debug_transport_module_jtag.v":511:2:511:8|Within an initial block, only Verilog force statements and memory $readmemh/$readmemb initialization statements are recognized, and all other content is ignored.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_debug_transport_module_jtag.v":76:13:76:19|Object _RAND_0 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_debug_transport_module_jtag.v":78:13:78:19|Object _RAND_1 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_debug_transport_module_jtag.v":80:13:80:19|Object _RAND_2 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_debug_transport_module_jtag.v":82:13:82:19|Object _RAND_3 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_debug_transport_module_jtag.v":84:13:84:19|Object _RAND_4 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_debug_transport_module_jtag.v":86:13:86:19|Object _RAND_5 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_debug_transport_module_jtag.v":88:13:88:19|Object _RAND_6 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_debug_transport_module_jtag.v":90:13:90:19|Object _RAND_7 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_debug_transport_module_jtag.v":92:13:92:19|Object _RAND_8 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_debug_transport_module_jtag.v":510:10:510:16|Object initvar is declared but not assigned. Either assign a value or remove the declaration.
@W: CG532 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_core_risc_vahb_top.v":4214:2:4214:8|Within an initial block, only Verilog force statements and memory $readmemh/$readmemb initialization statements are recognized, and all other content is ignored.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_core_risc_vahb_top.v":1668:13:1668:19|Object _RAND_0 is declared but not assigned. Either assign a value or remove the declaration.
@W: CG133 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_core_risc_vahb_top.v":4213:10:4213:16|Object initvar is declared but not assigned. Either assign a value or remove the declaration.
@W: CG360 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":99:34:99:40|Removing wire DRV_TDO, as there is no assignment to it.
@W: CG360 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":112:14:112:35|Removing wire io_debug_req_bits_addr, as there is no assignment to it.
@W: CG360 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":113:15:113:36|Removing wire io_debug_req_bits_data, as there is no assignment to it.
@W: CG360 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":114:14:114:33|Removing wire io_debug_req_bits_op, as there is no assignment to it.
@W: CG360 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":115:9:115:26|Removing wire io_debug_req_ready, as there is no assignment to it.
@W: CG360 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":116:9:116:26|Removing wire io_debug_req_valid, as there is no assignment to it.
@W: CG360 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":117:15:117:37|Removing wire io_debug_resp_bits_data, as there is no assignment to it.
@W: CG360 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":118:14:118:36|Removing wire io_debug_resp_bits_resp, as there is no assignment to it.
@W: CG360 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":119:9:119:27|Removing wire io_debug_resp_ready, as there is no assignment to it.
@W: CG360 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":120:9:120:27|Removing wire io_debug_resp_valid, as there is no assignment to it.
@W: CG360 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":148:34:148:46|Removing wire dtm_req_ready, as there is no assignment to it.
@W: CG360 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":149:34:149:46|Removing wire dtm_req_valid, as there is no assignment to it.
@W: CG360 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":150:69:150:80|Removing wire dtm_req_data, as there is no assignment to it.
@W: CG360 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":152:68:152:81|Removing wire dtm_resp_ready, as there is no assignment to it.
@W: CG360 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":153:68:153:81|Removing wire dtm_resp_valid, as there is no assignment to it.
@W: CG360 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":154:68:154:80|Removing wire dtm_resp_data, as there is no assignment to it.
@W: CL157 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb.v":99:34:99:40|*Output DRV_TDO has undriven bits; assigning undriven bits to 0.  Simulation mismatch possible. Assign all bits of the output.
@W: CL260 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_tl_to_ahb.v":530:2:530:7|Pruning register bit 2 of _T_84_hsize[2:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL246 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_tl_to_ahb.v":60:16:60:36|Input port bits 1 to 0 of io_in_0_a_bits_opcode[2:0] are unused. Assign logic for all port bits or change the input port size.
@W: CL260 :"C:\Users\ciaran.lappin\Desktop\MiV_Github\PF_MPF300T\Modify_The_FPGA_Design\PF_MIV_RV32IMA_L1_AHB_BaseDesign\component\work\MIV_RV32IMA\MIV_RV32IMA_0\rtl\vlog\core\miv_rv32ima_l1_ahb_tl_to_ahb_converter.v":530:2:530:7|Pruning register bit 2 of _T_84_hsize[2:0]. If this is not the intended behavior, drive the input with valid values, or an input from the top level.
